id	antibody	specie	treatment	control_id	cell_id	experiment_type	tf_uniprot_id	algn_id	peaks_id	geo_gsm	geo_gse	encode
EXP048796	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: none	NULL	2296	normal	Q92769	ALIGNS053878	PEAKS047574	GSE69626	GSM1706675	NULL
EXP048797	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: none	NULL	1593	normal	Q92769	ALIGNS053879	PEAKS047575	GSE69626	GSM1706684	NULL
EXP048798	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: none	NULL	396	normal	Q92769	ALIGNS053880	PEAKS047576	GSE69626	GSM1706687	NULL
EXP048799	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: none	NULL	878	normal	Q92769	ALIGNS053881	PEAKS047577	GSE69626	GSM1706694	NULL
EXP048800	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: LentiVirus	NULL	1143	normal	Q92769	ALIGNS053882	PEAKS047578	GSE69626	GSM1706699	NULL
EXP048801	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: LentiVirus	NULL	1143	normal	Q92769	ALIGNS053883	PEAKS047579	GSE69626	GSM1706704	NULL
EXP048802	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: none	NULL	2298	normal	Q92769	ALIGNS053884	PEAKS047580	GSE69626	GSM1706709	NULL
EXP048803	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: none	NULL	2299	normal	Q92769	ALIGNS053885	PEAKS047581	GSE69626	GSM1706713	NULL
EXP048804	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: mRNA	NULL	1143	normal	Q92769	ALIGNS053886	PEAKS047582	GSE69626	GSM1706717	NULL
EXP048805	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: mRNA	NULL	1143	normal	Q92769	ALIGNS053887	PEAKS047583	GSE69626	GSM1706722	NULL
EXP048806	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: Sendai Virus	NULL	1143	normal	Q92769	ALIGNS053888	PEAKS047584	GSE69626	GSM1706727	NULL
EXP048807	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: Sendai Virus	NULL	1143	normal	Q92769	ALIGNS053889	PEAKS047585	GSE69626	GSM1706732	NULL
EXP048808	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: microRNA	NULL	1143	normal	Q92769	ALIGNS053890	PEAKS047586	GSE69626	GSM1706737	NULL
EXP048809	HDAC2 (Cell Signaling, 2545S)	Homo sapiens	Treatment: microRNA	NULL	1143	normal	Q92769	ALIGNS053891	PEAKS047587	GSE69626	GSM1706742	NULL
EXP048812	EP400 (Bethyl, A300-541A)	Homo sapiens	Treatment: no treatment Markel Cell\\: positive	EXP048810	2297	normal	Q96L91	ALIGNS053894	PEAKS047588	GSE69877	GSM1711857	NULL
EXP048813	Max (Santa Cruz, SC-197)	Homo sapiens	Treatment: no treatment Markel Cell\\: positive	EXP048810	2297	normal	P61244	ALIGNS053895	PEAKS047589	GSE69877	GSM1711858	NULL
EXP048814	EP400 (Bethyl, A300-541A)	Homo sapiens	Treatment: no treatment Markel Cell\\: positive	EXP048811	2297	normal	Q96L91	ALIGNS053896	PEAKS047590	GSE69877	GSM1711861	NULL
EXP048815	Max (Santa Cruz, SC-197)	Homo sapiens	Treatment: no treatment Markel Cell\\: positive	EXP048811	2297	normal	P61244	ALIGNS053897	PEAKS047591	GSE69877	GSM1711862	NULL
EXP048817	CTCF (Millipore 07-729)	Homo sapiens	Treatment: EtOH	EXP048816	2334	normal	P49711	ALIGNS053899	PEAKS047592	GSE69962	GSM2144254;GSM2144250;GSM2144252;GSM1714039	NULL
EXP048818	CTCF (Millipore 07-729)	Homo sapiens	Treatment: 100 nM 1,25(OH)2D3	EXP048816	2334	normal	P49711	ALIGNS053900	PEAKS047593	GSE69962	GSM1714040;GSM2144253;GSM2144255;GSM2144251	NULL
EXP048820	CARM1 (Epicypher, 13-0006)	Homo sapiens	Treatment: none	EXP048819	113	normal	Q86X55	ALIGNS053902	PEAKS047594	GSE72848	GSM1873366	NULL
EXP048821	MED12 (Bethyl, A300-774A)	Homo sapiens	Treatment: none	EXP048819	113	normal	Q93074	ALIGNS053903	PEAKS047595	GSE72848	GSM1873367	NULL
EXP048824	Cocktail of mouse mAbs to HIRA 	Homo sapiens		EXP048822	489	normal	P54198	ALIGNS053906	PEAKS047596	GSE74863	GSM1936755	NULL
EXP048825	Cocktail of mouse mAbs to HIRA 	Homo sapiens	Treatment: 2000U/ml recombinant human IFN-β (PBL-11410-2)	NULL	489	normal	P54198	ALIGNS053907	PEAKS047597	GSE74863	GSM1936757	NULL
EXP048835	ATRX (H-300, 1:1000 and D-5, 1:500)	Homo sapiens	Treatment: untreated	EXP048826	2300	normal	P46100	ALIGNS053917	PEAKS047598	GSE74619	GSM1924542	NULL
EXP048836	ATRX (H-300, 1:1000 and D-5, 1:500)	Homo sapiens	Treatment: 100 nM Doxorubicin	EXP048827	2300	normal	P46100	ALIGNS053918	PEAKS047599	GSE74619	GSM1924544	NULL
EXP048837	ATRX (H-300, 1:1000 and D-5, 1:500)	Homo sapiens	Treatment: 1 uMCDK4 inhibitor PD0332991	EXP048828	2300	normal	P46100	ALIGNS053919	PEAKS047600	GSE74619	GSM1924546	NULL
EXP048838	ATRX (H-300, 1:1000 and D-5, 1:500)	Homo sapiens	Treatment: coultured in DME-HG media containing only 0.5 % serum-starved	EXP048829	2300	normal	P46100	ALIGNS053920	PEAKS047601	GSE74619	GSM1924548	NULL
EXP048839	ATRX (H-300, 1:1000 and D-5, 1:500)	Homo sapiens	Treatment: untreated	EXP048830	2300	normal	P46100	ALIGNS053921	PEAKS047602	GSE74619	GSM1924550	NULL
EXP048840	ATRX (H-300, 1:1000 and D-5, 1:500)	Homo sapiens	Treatment: 100 nM Doxorubicin	EXP048831	2300	normal	P46100	ALIGNS053922	PEAKS047603	GSE74619	GSM1924552	NULL
EXP048841	ATRX (H-300, 1:1000 and D-5, 1:500)	Homo sapiens	Treatment: 1 uMCDK4 inhibitor PD0332991	EXP048832	2300	normal	P46100	ALIGNS053923	PEAKS047604	GSE74619	GSM1924554	NULL
EXP048842	ATRX (H-300, 1:1000 and D-5, 1:500)	Homo sapiens	Treatment: coultured in DME-HG media containing only 0.5 % serum-starved	EXP048833	2300	normal	P46100	ALIGNS053924	PEAKS047605	GSE74619	GSM1924556	NULL
EXP048844	GFP custom antibody (Michiel Vermeulen's lab)	Homo sapiens	Cell line: cervical adenocarcinoma epithelial cell line; Genotype: wildtype with GFP-EMSY	EXP048843	78	normal	Q7Z589	ALIGNS053926	PEAKS047606	GSE75566	GSM1959090	NULL
EXP048845	GFP custom antibody (Michiel Vermeulen's lab)	Homo sapiens	Cell line: cervical adenocarcinoma epithelial cell line; Genotype: GFP-EMSY, Znf131 knockdown	EXP048843	78	normal	Q7Z589	ALIGNS053927	PEAKS047607	GSE75566	GSM1959091	NULL
EXP048846	GFP custom antibody (Michiel Vermeulen's lab)	Homo sapiens	Cell line: cervical adenocarcinoma epithelial cell line; Genotype: wildtype with GFP-GATAD1	EXP048843	78	normal	Q8WUU5	ALIGNS053928	PEAKS047608	GSE75566	GSM1959092	NULL
EXP048848	PRMT5 (Bethyl Labs A300-849A)	Homo sapiens	Treatment: no treatment	EXP048847	2301	normal	O14744	ALIGNS053930	PEAKS047609	GSE75739	GSM1964895	NULL
EXP048850	rabbit monoclonal anti-NRF2 (Epitomics, Clone ID EP1808Y)	Homo sapiens	Treatment: D,L-sulforaphane (SFN) for 5 hr	EXP048849	87	normal	Q16236	ALIGNS053932	PEAKS047610	GSE75812	GSM1968261;GSM1968262	NULL
EXP048851	rabbit monoclonal anti-NRF2 (Epitomics, Clone ID EP1808Y)	Homo sapiens	Treatment: 0.1% (v/v) DMSO as vehicle for 5 hr	NULL	87	normal	Q16236	ALIGNS053933	PEAKS047611	GSE75812	GSM1968263;GSM1968264	NULL
EXP048853	Brd4 (Bethyl, #A301-985A)	Homo sapiens	Treatment: untreated	EXP048852	1573	normal	O60885	ALIGNS053935	PEAKS047612	GSE75814	GSM1968283;GSM1968282	NULL
EXP048856	HNF1 (sc-8986x, Santa Cruz, #E1603)	Homo sapiens	Treatment: untreated	EXP048854	2255	normal	P20823	ALIGNS053938	PEAKS047613	GSE76376	GSM1982474	NULL
EXP048857	HNF1, sc-8986x	Homo sapiens	Treatment: untreated	EXP048855	2255	normal	P20823	ALIGNS053939	PEAKS047614	GSE76376	GSM1982476	NULL
EXP048860	anti-FLAG	Homo sapiens	Treatment: TNF (20 ng/ml) for 15 min	EXP048858	421	normal	O15527	ALIGNS065787	PEAKS055858	GSE75562	GSM1958987	NULL
EXP048861	anti-FLAG	Homo sapiens	Treatment: TNF (20 ng/ml) for 60 min	EXP048858	421	normal	O15527	ALIGNS065788	PEAKS055859	GSE75562	GSM1958990	NULL
EXP048862	anti-RelA/p65	Homo sapiens	Treatment: TNF (20 ng/ml) for 15 min	EXP048859	421	normal	Q04206	ALIGNS065790	PEAKS055860	GSE75562	GSM1958992	NULL
EXP048863	anti-RelA/p65	Homo sapiens	Treatment: TNF (20 ng/ml) for 60 min	EXP048859	421	normal	Q04206	ALIGNS065791	PEAKS055861	GSE75562	GSM1958995	NULL
EXP048864	anti-FLAG	Homo sapiens	Treatment: TNF (20 ng/ml) for 30 min	EXP048858	421	normal	O15527	ALIGNS065792	PEAKS055862	GSE75562	GSM1958988;GSM1958989	NULL
EXP048865	anti-RelA/p65	Homo sapiens	Treatment: TNF (20 ng/ml) for 30 min	EXP048859	421	normal	Q04206	ALIGNS065793	PEAKS055863	GSE75562	GSM1958993;GSM1958994	NULL
EXP048875	anti-CTCF (Millipore 07-729)	Homo sapiens	Genotype: 22q11 deletion; Cell type: lymphoblastoid cell; Age: 34	EXP048869	2306	normal	P49711	ALIGNS053957	PEAKS047623	GSE76922	GSM2040768	NULL
EXP048876	anti-CTCF (Millipore 07-729)	Homo sapiens	Genotype: wildtype; Cell type: lymphoblastoid cell	EXP048880	2305	normal	P49711	ALIGNS053958	PEAKS047624	GSE76922	GSM2040769	NULL
EXP048877	anti-CTCF (Millipore 07-729)	Homo sapiens	Genotype: 22q11 deletion; Cell type: lymphoblastoid cell; Age: 11	EXP048872	2306	normal	P49711	ALIGNS053959	PEAKS047625	GSE76922	GSM2040770	NULL
EXP051028	anti-CTCF (Millipore 07-729)	Homo sapiens	Genotype: 22q11 deletion; Cell type: lymphoblastoid cell; Age: 6	EXP048867	2303	normal	P49711	ALIGNS053960	PEAKS049028	GSE76922	GSM2040767;GSM2040766	NULL
EXP048879	anti-HA antibody (ab9110)	Homo sapiens		NULL	78	normal	O15391	ALIGNS053961	PEAKS047627	GSE76856	GSM2039081	NULL
EXP051029	anti-CTCF (Millipore 07-729)	Homo sapiens	Genotype: wildtype; Cell type: lymphoblastoid cell; Age: no	EXP048866	356	normal	P49711	ALIGNS053963	PEAKS049029	GSE76922	GSM2040765;GSM2040764	NULL
EXP048884	N-MYC (B8.4.B, Santa Cruz, sc-53993)	Homo sapiens	Treatment: DMSO for 4 hr	EXP048882	2307	normal	P04198	ALIGNS053966	PEAKS047629	GSE78957	GSM2082058	NULL
EXP048885	N-MYC (B8.4.B, Santa Cruz, sc-53993)	Homo sapiens	Treatment: 1uM CD532 for 4 hr	EXP048882	2307	normal	P04198	ALIGNS053967	PEAKS047630	GSE78957	GSM2082059	NULL
EXP048886	GTF3C5 (Bethyl, A301-242A)	Homo sapiens	Treatment: DMSO for 4 hr	EXP048882	2307	normal	Q9Y5Q8	ALIGNS053968	PEAKS047631	GSE78957	GSM2082060	NULL
EXP048887	GTF3C5 (Bethyl, A301-242A)	Homo sapiens	Treatment: 1uM CD532 for 4 hr	EXP048882	2307	normal	Q9Y5Q8	ALIGNS053969	PEAKS047632	GSE78957	GSM2082061	NULL
EXP048888	CTCF (abcam, ab70303)	Homo sapiens		EXP048883	2307	normal	P49711	ALIGNS053970	PEAKS047633	GSE78957	GSM2759386	NULL
EXP048889	RAD21 (Bethyl, A300-080A)	Homo sapiens		EXP048883	2307	normal	O60216	ALIGNS053971	PEAKS047634	GSE78957	GSM2759387	NULL
EXP048893	anti-FXR1 (Sigma, HPA018246)	Homo sapiens	Treatment: none	EXP048890	2308	normal	P51114	ALIGNS053975	PEAKS047635	GSE79707	GSM2101436	NULL
EXP048894	anti-STAT1 (Santa Cruz, sc-345; CST, 14994S)	Homo sapiens	Treatment: none	EXP048891	2308	normal	P42224	ALIGNS053976	PEAKS047636	GSE79707	GSM2752893	NULL
EXP048895	anti-STAT3 (Santa Cruz, sc-482; CST, 12640S)	Homo sapiens	Treatment: none	EXP048891	2308	normal	P40763	ALIGNS053977	PEAKS047637	GSE79707	GSM2752894	NULL
EXP048896	anti-FXR1 (Sigma, HPA018246)	Homo sapiens	Treatment: none	EXP048892	59	normal	P51114	ALIGNS053978	PEAKS047638	GSE79707	GSM2752897	NULL
EXP048897	anti-FXR2 (Invitrogen, PA5-28979)	Homo sapiens	Treatment: none	EXP048892	59	normal	P51116	ALIGNS053979	PEAKS047639	GSE79707	GSM2752898	NULL
EXP048898	anti-STAT1 (Santa Cruz, sc-345; CST, 14994S)	Homo sapiens	Treatment: none	EXP048892	59	normal	P42224	ALIGNS053980	PEAKS047640	GSE79707	GSM2752899	NULL
EXP048899	anti-STAT3 (Santa Cruz, sc-482; CST, 12640S)	Homo sapiens	Treatment: none	EXP048892	59	normal	P40763	ALIGNS053981	PEAKS047641	GSE79707	GSM2752900	NULL
EXP048900	AR Antibody (H-280) (Santa Cruz, sc-13062)	Homo sapiens	Treatment: vehicle (DMSO) of 5 uM for 4-5 days; Passages: 61-64; Phenotype: AR-positive, EZH2 inhibitor -sensitive	NULL	2310	normal	P10275	ALIGNS053982	PEAKS047642	GSE80238	GSM2122579	NULL
EXP048901	AR Antibody (H-280) (Santa Cruz, sc-13062)	Homo sapiens	Treatment: EPZ-6438 of 5 uM for 4-5 days; Passages: 61-64; Phenotype: AR-positive, EZH2 inhibitor -sensitive	NULL	2310	normal	P10275	ALIGNS053983	PEAKS047643	GSE80238	GSM2122580	NULL
EXP048902	AR Antibody (H-280) (Santa Cruz, sc-13062)	Homo sapiens	Treatment: GSK126 of 5 uM for 4-5 days; Passages: 61-64; Phenotype: AR-positive, EZH2 inhibitor -sensitive	NULL	2310	normal	P10275	ALIGNS053984	PEAKS047644	GSE80238	GSM2122581	NULL
EXP048904	TCF7L1 (Santa Cruz, sc-8635)	Homo sapiens	Treatment: none; Passage: 44	EXP048903	396	normal	Q9HCS4	ALIGNS053986	PEAKS047645	GSE80331	GSM2124633;GSM2124634	NULL
EXP048909	ETV1	Homo sapiens	Treatment: cells were harvested in log phase growth	EXP048905	2311	normal	P50549	ALIGNS053991	PEAKS047646	GSE80443	GSM2127441	NULL
EXP048910	ETV1	Homo sapiens	Treatment: cells were harvested in log phase growth	EXP048906	2312	normal	P50549	ALIGNS053992	PEAKS047647	GSE80443	GSM2127443	NULL
EXP048911	ETV1	Homo sapiens	Treatment: cells were harvested in log phase growth	EXP048907	36	normal	P50549	ALIGNS053993	PEAKS047648	GSE80443	GSM2127445	NULL
EXP048912	ETV1	Homo sapiens	Treatment: cells were harvested in log phase growth	EXP048908	2313	normal	P50549	ALIGNS053994	PEAKS047649	GSE80443	GSM2127447	NULL
EXP048914	FOXA1(ab5089,abcam)	Homo sapiens	Treatment: ethanol	EXP048913	7	normal	P55317	ALIGNS053996	PEAKS047650	GSE80742	GSM2135708	NULL
EXP048915	FOXA1(ab5089,abcam)	Homo sapiens	Treatment: R1881	NULL	7	normal	P55317	ALIGNS053997	PEAKS047651	GSE80742	GSM2135709	NULL
EXP048920	AR(N-20, Santa Cruz)	Homo sapiens	Treatment: non-target siNT+R1881	EXP048913	7	normal	P10275	ALIGNS054002	PEAKS047656	GSE80742	GSM2734938;GSM2734939	NULL
EXP048921	AR(N-20, Santa Cruz)	Homo sapiens	Treatment: targeting ARV1/3/4/7 siARVs+R1881	EXP048913	7	normal	P10275	ALIGNS054003	PEAKS047657	GSE80742	GSM2734941;GSM2734940	NULL
EXP048922	AR(N-20, Santa Cruz)	Homo sapiens	Treatment: targeting AR exon 7 siARFL+ ethanol	EXP048913	7	normal	P10275	ALIGNS054004	PEAKS047658	GSE80742	GSM2734943;GSM2734942	NULL
EXP048923	HA (Sigma, H6908)	Homo sapiens	Treatment: untreated	NULL	2315	normal	X5C3Z9	ALIGNS054005	PEAKS047659	GSE80773	GSM2136845	NULL
EXP048924	anti-FOXO1 (Abcam ab39670)	Homo sapiens	Treatment: untreated	NULL	2315	normal	Q12778	ALIGNS054006	PEAKS047660	GSE80773	GSM2136846	NULL
EXP048925	anti-p53	Homo sapiens	Treatment: no treatment, control	NULL	985	normal	P04637	ALIGNS054007	PEAKS047661	GSE83317	GSM2199455	NULL
EXP048926	MYCN	Homo sapiens	Treatment: mycn-low lvl induced by 16 hr doxycycline	NULL	985	normal	P04198	ALIGNS054008	PEAKS047662	GSE83317	GSM2199456	NULL
EXP048927	MYCN	Homo sapiens	Treatment: mycn-high lvl induced by 16 hr doxycycline	NULL	2316	normal	P04198	ALIGNS054009	PEAKS047663	GSE83317	GSM2199457	NULL
EXP048944	Oct4 (Abcam ab19857 Lot: GR187600-1)	Homo sapiens	Treatment: Oct4, Sox2 and Klf4 addition for 5 days; Passage: 8	NULL	950	normal	Q01860	ALIGNS054026	PEAKS047680	GSE81899	GSM2573033	NULL
EXP048945	Oct4 (Abcam ab19857 Lot: GR187600-1)	Homo sapiens	Treatment: Oct4, Sox2-VP16 (strong activator) and Klf4 addition for 5 days; Passage: 8	NULL	950	normal	Q01860	ALIGNS054027	PEAKS047681	GSE81899	GSM2573034	NULL
EXP048946	Sox2 (R&D Systems AF2018)	Homo sapiens	Treatment: Oct4, Sox2 and Klf4 addition for 5 days; Passage: 8	NULL	950	normal	P48431	ALIGNS054028	PEAKS047682	GSE81899	GSM2573035	NULL
EXP048947	Sox2 (R&D Systems AF2018)	Homo sapiens	Treatment: Oct4, Sox2-VP16 (strong activator) and Klf4 addition for 5 days; Passage: 8	NULL	950	normal	P48431	ALIGNS054029	PEAKS047683	GSE81899	GSM2573036	NULL
EXP048948	Klf4 (R&D Systems AF3640)	Homo sapiens	Treatment: Oct4, Sox2 and Klf4 addition for 5 days; Passage: 8	NULL	950	normal	O43474	ALIGNS054030	PEAKS047684	GSE81899	GSM2573037	NULL
EXP048949	Klf4 (R&D Systems AF3640)	Homo sapiens	Treatment: Oct4, Sox2-VP16 (strong activator) and Klf4 addition for 5 days; Passage: 8	NULL	950	normal	O43474	ALIGNS054031	PEAKS047685	GSE81899	GSM2573038	NULL
EXP048950	Oct4 (Abcam ab19857 Lot: GR187600-1)	Homo sapiens	Treatment: Oct4, Sox2, Klf4 and Myc addition for 5 days; Passage: 8	NULL	950	normal	Q01860	ALIGNS054032	PEAKS047686	GSE81899	GSM2183767;GSM2183768	NULL
EXP048951	Oct4 (Abcam ab19857 Lot: GR187600-1)	Homo sapiens	Treatment: Oct4, Sox2, Klf4 and Myc addition for 5 days; Passage: 8	NULL	950	normal	Q01860	ALIGNS054033	PEAKS047687	GSE81899	GSM2183769;GSM2183770	NULL
EXP048952	Oct4 (Abcam ab19857 Lot: GR187600-1)	Homo sapiens	Treatment: Oct4, Sox2-VP16 (strong activator), Klf4 and Myc addition for 5 days; Passage: 8	NULL	950	normal	Q01860	ALIGNS054034	PEAKS047688	GSE81899	GSM2183771;GSM2183772	NULL
EXP048953	Oct4 (Abcam ab19857 Lot: GR187600-1)	Homo sapiens	Treatment: iPS protocol 3s2; Passage: 20	NULL	1143	normal	Q01860	ALIGNS054035	PEAKS047689	GSE81899	GSM2183773;GSM2183774	NULL
EXP048954	Sox2 (R&D Systems AF2018)	Homo sapiens	Genotype: wildtype; Passage: 8	NULL	950	normal	P48431	ALIGNS054036	PEAKS047690	GSE81899	GSM2183775;GSM2183776	NULL
EXP048955	Sox2 (R&D Systems AF2018)	Homo sapiens	Treatment: Oct4, Sox2, Klf4 and Myc addition for 5 days; Passage: 8	NULL	950	normal	P48431	ALIGNS054037	PEAKS047691	GSE81899	GSM2183777;GSM2183778	NULL
EXP048956	Sox2 (R&D Systems AF2018)	Homo sapiens	Treatment: Oct4, Sox2-VP16 (strong activator), Klf4 and Myc addition for 5 days; Passage: 8	NULL	950	normal	P48431	ALIGNS054038	PEAKS047692	GSE81899	GSM2183779;GSM2183780	NULL
EXP048957	Sox2 (R&D Systems AF2018)	Homo sapiens	Treatment: iPS protocol 3s2; Passage: 20	NULL	2238	normal	P48431	ALIGNS054039	PEAKS047693	GSE81899	GSM2183781;GSM2183782	NULL
EXP048958	Klf4 (R&D Systems AF3640)	Homo sapiens	Genotype: wildtype; Passage: 8	NULL	950	normal	O43474	ALIGNS054040	PEAKS047694	GSE81899	GSM2183784;GSM2183783	NULL
EXP048959	Klf4 (R&D Systems AF3640)	Homo sapiens	Treatment: Oct4, Sox2, Klf4 and Myc addition for 5 days; Passage: 8	NULL	950	normal	O43474	ALIGNS054041	PEAKS047695	GSE81899	GSM2183785;GSM2183786	NULL
EXP048960	Klf4 (R&D Systems AF3640)	Homo sapiens	Treatment: Oct4, Sox2-VP16 (strong activator), Klf4 and Myc addition for 5 days; Passage: 8	NULL	950	normal	O43474	ALIGNS054042	PEAKS047696	GSE81899	GSM2183788;GSM2183787	NULL
EXP048961	Klf4 (R&D Systems AF3640)	Homo sapiens	Treatment: iPS protocol 3s2; Passage: 20	NULL	2238	normal	O43474	ALIGNS054043	PEAKS047697	GSE81899	GSM2183789;GSM2183790	NULL
EXP048962	Myc (R&D Systems AF3696)	Homo sapiens	Genotype: wildtype; Passage: 8	NULL	950	normal	P01106	ALIGNS054044	PEAKS047698	GSE81899	GSM2183791;GSM2183792	NULL
EXP048963	Myc (R&D Systems AF3696)	Homo sapiens	Treatment: Oct4, Sox2, Klf4 and Myc addition for 5 days; Passage: 8	NULL	950	normal	P01106	ALIGNS054045	PEAKS047699	GSE81899	GSM2183793;GSM2183794	NULL
EXP048964	Myc (R&D Systems AF3696)	Homo sapiens	Treatment: Oct4, Sox2-VP16 (strong activator), Klf4 and Myc addition for 5 days; Passage: 8	NULL	950	normal	P01106	ALIGNS054046	PEAKS047700	GSE81899	GSM2183795;GSM2183796	NULL
EXP048966	anti-SMAD2/3 antibody (#610843, BD Transduction Laboratories) 	Homo sapiens	Treatment: TGF-beta3, 5 ng/ml, 1.5hr	EXP048965	583	normal	Q15796	ALIGNS054048	PEAKS047701	GSE83787	GSM2218835	NULL
EXP048967	anti-SMAD2/3 antibody (#610843, BD Transduction Laboratories) 	Homo sapiens	Treatment: TGF-beta3, 5 ng/ml, 16hr	EXP048965	583	normal	Q15796	ALIGNS054049	PEAKS047702	GSE83787	GSM2218836	NULL
EXP048969	GATA4(Thermo fisher,MA5-15532)	Homo sapiens		EXP048968	38	normal	P43694	ALIGNS054051	PEAKS047703	GSE85002	GSM2255735	NULL
EXP048970	antibody against phosphothreonine (Cell Signaling, no. 9381)	Homo sapiens	Treatment: DMSO for 3 hours	NULL	78	normal	Q5TA45	ALIGNS054052	PEAKS047704	GSE85089	GSM2257575	NULL
EXP048971	antibody against phosphothreonine (Cell Signaling, no. 9381)	Homo sapiens	Treatment: DMSO for 3 hours, EGF simulation 20 min, 100ng/ml	NULL	78	normal	Q5TA45	ALIGNS054053	PEAKS047705	GSE85089	GSM2257576	NULL
EXP048972	antibody against phosphothreonine (Cell Signaling, no. 9381)	Homo sapiens	Treatment: 1 uM ERK inhibitor for 3 hours	NULL	78	normal	Q5TA45	ALIGNS054054	PEAKS047706	GSE85089	GSM2257577	NULL
EXP048973	antibody against phosphothreonine (Cell Signaling, no. 9381)	Homo sapiens	Treatment: 1 uM ERK inhibitor for 3 hours, EGF simulation 20 min, 100ng/ml	NULL	78	normal	Q5TA45	ALIGNS054055	PEAKS047707	GSE85089	GSM2257578	NULL
EXP048974	anti-TET2	Homo sapiens	Treatment: DMSO for 24 hr	NULL	2319	normal	Q6N021	ALIGNS054056	PEAKS047708	GSE85189	GSM2259940	NULL
EXP048975	anti-RARb	Homo sapiens	Treatment: DMSO for 24 hr	NULL	2319	normal	P10826	ALIGNS054057	PEAKS047709	GSE85189	GSM2259941	NULL
EXP048976	5hmc	Homo sapiens	Treatment: DMSO for 24 hr	NULL	2319	normal	Q96FZ2	ALIGNS054058	PEAKS047710	GSE85189	GSM2259942	NULL
EXP048977	TET3	Homo sapiens	Treatment: ATRA for 24 hr	NULL	2319	normal	O43151	ALIGNS054059	PEAKS047711	GSE85189	GSM2259943	NULL
EXP048978	RARb	Homo sapiens	Treatment: ATRA for 24 hr	NULL	2319	normal	P10826	ALIGNS054060	PEAKS047712	GSE85189	GSM2259944	NULL
EXP048979	5hmc	Homo sapiens	Treatment: ATRA for 24 hr	NULL	2319	normal	Q96FZ2	ALIGNS054061	PEAKS047713	GSE85189	GSM2259945	NULL
EXP048981	Bethyl rabbit anti-SMC1 (A300-055A)	Homo sapiens	Treatment: 10 million cells were crosslinked with formaldehyde and used in the experiment; Tissue: neonatal foreskin	EXP048980	2320	normal	Q14683	ALIGNS054063	PEAKS047714	GSE85526	GSM2274683	NULL
EXP048986	AR (Abcam, ab108341)	Homo sapiens	Treatment: Cells were harvested in log phase growth; Genotype: wildtype	EXP048982	70	normal	P10275	ALIGNS054068	PEAKS047715	GSE85558	GSM2277148	NULL
EXP048987	AR (Abcam, ab108341)	Homo sapiens	Treatment: Cells were harvested in log phase growth; Genotype: HNF4G overexpression	EXP048983	70	normal	P10275	ALIGNS054069	PEAKS047716	GSE85558	GSM2277149	NULL
EXP048988	FOXA1 (Abcam; ab5089)	Homo sapiens	Treatment: Cells were harvested in log phase growth; Genotype: wildtype	EXP048982	70	normal	P55317	ALIGNS054070	PEAKS047717	GSE85558	GSM2277150	NULL
EXP048989	FOXA1 (Abcam; ab5089)	Homo sapiens	Treatment: Cells were harvested in log phase growth; Genotype: HNF4G overexpression	EXP048983	70	normal	P55317	ALIGNS054071	PEAKS047718	GSE85558	GSM2277151	NULL
EXP048990	HNF4G (Sigma; HPA005438 or Proteintech; 25801-1-AP)	Homo sapiens	Treatment: Cells were harvested in log phase growth; Genotype: wildtype	EXP048982	70	normal	Q14541	ALIGNS054072	PEAKS047719	GSE85558	GSM2277156	NULL
EXP048991	HNF4G (Sigma; HPA005438 or Proteintech; 25801-1-AP)	Homo sapiens	Treatment: Cells were harvested in log phase growth; Genotype: HNF4G overexpression	EXP048983	70	normal	Q14541	ALIGNS054073	PEAKS047720	GSE85558	GSM2277157	NULL
EXP048992	AR (Abcam, ab108341)	Homo sapiens	Treatment: Cells were harvested in log phase growth; Genotype: wildtype	EXP048984	7	normal	P10275	ALIGNS054074	PEAKS047721	GSE85558	GSM2277158	NULL
